"Step","FPN-NET_b32_e500_p35_lr0.001_i3_o2.pth - train_epoch/loss","FPN-NET_b32_e500_p35_lr0.001_i3_o2.pth - train_epoch/loss__MIN","FPN-NET_b32_e500_p35_lr0.001_i3_o2.pth - train_epoch/loss__MAX"
"161","0.3938635587692261","0.3938635587692261","0.3938635587692261"
"165","0.3948061466217041","0.3948061466217041","0.3948061466217041"
"169","0.3899718225002289","0.3899718225002289","0.3899718225002289"
"173","0.38932928442955017","0.38932928442955017","0.38932928442955017"
"177","0.39311137795448303","0.39311137795448303","0.39311137795448303"
"181","0.3883412778377533","0.3883412778377533","0.3883412778377533"
"185","0.3898110091686249","0.3898110091686249","0.3898110091686249"
"189","0.3915938138961792","0.3915938138961792","0.3915938138961792"
"193","0.39249375462532043","0.39249375462532043","0.39249375462532043"
"197","0.38737428188323975","0.38737428188323975","0.38737428188323975"
"201","0.3881247043609619","0.3881247043609619","0.3881247043609619"
"205","0.3923930525779724","0.3923930525779724","0.3923930525779724"
"209","0.389638215303421","0.389638215303421","0.389638215303421"
"213","0.38797906041145325","0.38797906041145325","0.38797906041145325"
"217","0.38204827904701233","0.38204827904701233","0.38204827904701233"
"221","0.38693368434906006","0.38693368434906006","0.38693368434906006"
"225","0.3932925760746002","0.3932925760746002","0.3932925760746002"
"229","0.38816073536872864","0.38816073536872864","0.38816073536872864"
"233","0.386946439743042","0.386946439743042","0.386946439743042"
"237","0.3838491141796112","0.3838491141796112","0.3838491141796112"
"241","0.3853157162666321","0.3853157162666321","0.3853157162666321"
"245","0.38543954491615295","0.38543954491615295","0.38543954491615295"
"249","0.381147563457489","0.381147563457489","0.381147563457489"
"253","0.380808562040329","0.380808562040329","0.380808562040329"
"257","0.3838016092777252","0.3838016092777252","0.3838016092777252"
"261","0.3794197738170624","0.3794197738170624","0.3794197738170624"
"265","0.3791135847568512","0.3791135847568512","0.3791135847568512"
"269","0.3798505663871765","0.3798505663871765","0.3798505663871765"
"273","0.3837849199771881","0.3837849199771881","0.3837849199771881"
"277","0.37942931056022644","0.37942931056022644","0.37942931056022644"
"281","0.3811206519603729","0.3811206519603729","0.3811206519603729"
"285","0.38390424847602844","0.38390424847602844","0.38390424847602844"
"289","0.3822988271713257","0.3822988271713257","0.3822988271713257"
"293","0.38322216272354126","0.38322216272354126","0.38322216272354126"
"297","0.3803228735923767","0.3803228735923767","0.3803228735923767"
"301","0.3853503167629242","0.3853503167629242","0.3853503167629242"
"305","0.380884051322937","0.380884051322937","0.380884051322937"
"309","0.37698373198509216","0.37698373198509216","0.37698373198509216"
"313","0.3789210617542267","0.3789210617542267","0.3789210617542267"
"317","0.37593916058540344","0.37593916058540344","0.37593916058540344"
"321","0.3757339417934418","0.3757339417934418","0.3757339417934418"
"325","0.378099262714386","0.378099262714386","0.378099262714386"
"329","0.37950873374938965","0.37950873374938965","0.37950873374938965"
"333","0.38120704889297485","0.38120704889297485","0.38120704889297485"
"337","0.3776155710220337","0.3776155710220337","0.3776155710220337"
"341","0.3785123825073242","0.3785123825073242","0.3785123825073242"
"345","0.3743889629840851","0.3743889629840851","0.3743889629840851"
"349","0.374990850687027","0.374990850687027","0.374990850687027"
"353","0.37968096137046814","0.37968096137046814","0.37968096137046814"
"357","0.3737541437149048","0.3737541437149048","0.3737541437149048"
"361","0.382150799036026","0.382150799036026","0.382150799036026"
"365","0.3803951144218445","0.3803951144218445","0.3803951144218445"
"369","0.3791920244693756","0.3791920244693756","0.3791920244693756"
"373","0.37565234303474426","0.37565234303474426","0.37565234303474426"
"377","0.37439534068107605","0.37439534068107605","0.37439534068107605"
"381","0.3769282400608063","0.3769282400608063","0.3769282400608063"
"385","0.37923893332481384","0.37923893332481384","0.37923893332481384"
"389","0.37448784708976746","0.37448784708976746","0.37448784708976746"
"393","0.3736761808395386","0.3736761808395386","0.3736761808395386"
"397","0.3730582296848297","0.3730582296848297","0.3730582296848297"
"401","0.3733336925506592","0.3733336925506592","0.3733336925506592"
"405","0.3744516968727112","0.3744516968727112","0.3744516968727112"
"409","0.377437561750412","0.377437561750412","0.377437561750412"
"413","0.3788844347000122","0.3788844347000122","0.3788844347000122"
"417","0.3729605972766876","0.3729605972766876","0.3729605972766876"
"421","0.37336280941963196","0.37336280941963196","0.37336280941963196"
"425","0.3726670742034912","0.3726670742034912","0.3726670742034912"
"429","0.3749564290046692","0.3749564290046692","0.3749564290046692"
"433","0.3778781592845917","0.3778781592845917","0.3778781592845917"
"437","0.37913739681243896","0.37913739681243896","0.37913739681243896"
"441","0.37248796224594116","0.37248796224594116","0.37248796224594116"
"445","0.3751519024372101","0.3751519024372101","0.3751519024372101"
"449","0.3720315396785736","0.3720315396785736","0.3720315396785736"
"453","0.37077608704566956","0.37077608704566956","0.37077608704566956"
"457","0.3726150393486023","0.3726150393486023","0.3726150393486023"
"461","0.37548696994781494","0.37548696994781494","0.37548696994781494"
"465","0.3749695122241974","0.3749695122241974","0.3749695122241974"
"469","0.3751014471054077","0.3751014471054077","0.3751014471054077"
"473","0.3752693235874176","0.3752693235874176","0.3752693235874176"
"477","0.371673047542572","0.371673047542572","0.371673047542572"
"481","0.3760317265987396","0.3760317265987396","0.3760317265987396"
"485","0.3730945289134979","0.3730945289134979","0.3730945289134979"
"489","0.3745366632938385","0.3745366632938385","0.3745366632938385"
"493","0.3709186315536499","0.3709186315536499","0.3709186315536499"
"497","0.37200063467025757","0.37200063467025757","0.37200063467025757"
"501","0.37254098057746887","0.37254098057746887","0.37254098057746887"
"505","0.3730001151561737","0.3730001151561737","0.3730001151561737"
"509","0.3722069561481476","0.3722069561481476","0.3722069561481476"
"513","0.36787644028663635","0.36787644028663635","0.36787644028663635"
"517","0.37094974517822266","0.37094974517822266","0.37094974517822266"
"521","0.3693714141845703","0.3693714141845703","0.3693714141845703"
"525","0.3671479821205139","0.3671479821205139","0.3671479821205139"
"529","0.37088605761528015","0.37088605761528015","0.37088605761528015"
"533","0.37137845158576965","0.37137845158576965","0.37137845158576965"
"537","0.3711760938167572","0.3711760938167572","0.3711760938167572"
"541","0.3683730363845825","0.3683730363845825","0.3683730363845825"
"545","0.3695179224014282","0.3695179224014282","0.3695179224014282"
"549","0.37064120173454285","0.37064120173454285","0.37064120173454285"
"553","0.37325090169906616","0.37325090169906616","0.37325090169906616"
"557","0.36835941672325134","0.36835941672325134","0.36835941672325134"
"561","0.3710654675960541","0.3710654675960541","0.3710654675960541"
"565","0.3708188831806183","0.3708188831806183","0.3708188831806183"
"569","0.3679191768169403","0.3679191768169403","0.3679191768169403"
"573","0.36886632442474365","0.36886632442474365","0.36886632442474365"
"577","0.36795592308044434","0.36795592308044434","0.36795592308044434"
"581","0.36896800994873047","0.36896800994873047","0.36896800994873047"
"585","0.3713199496269226","0.3713199496269226","0.3713199496269226"
"589","0.36920568346977234","0.36920568346977234","0.36920568346977234"
"593","0.3711468279361725","0.3711468279361725","0.3711468279361725"
"597","0.3676140606403351","0.3676140606403351","0.3676140606403351"
"601","0.36726245284080505","0.36726245284080505","0.36726245284080505"
"605","0.3664356470108032","0.3664356470108032","0.3664356470108032"
"609","0.3694230020046234","0.3694230020046234","0.3694230020046234"
"613","0.3664661943912506","0.3664661943912506","0.3664661943912506"
"617","0.3682834208011627","0.3682834208011627","0.3682834208011627"
"621","0.3690934479236603","0.3690934479236603","0.3690934479236603"
"625","0.366456538438797","0.366456538438797","0.366456538438797"
"629","0.3677661716938019","0.3677661716938019","0.3677661716938019"
"633","0.3707670569419861","0.3707670569419861","0.3707670569419861"
